risk_id,canonical_id,privilege_risk_component,behavioural_risk_component,identity_risk_component,compliance_risk_component,final_risk_score,risk_tier,risk_drivers,previous_risk_score,score_delta,computed_timestamp,evidence,root_cause,business_impact,detection_method
8545b6d5-ee20-4d9a-8c09-d628d68d9504,40a26c60-0d27-0659-f72a-da9b2f32751e,10.67,2.14,0.44,0.0,4.57,LOW,"[""privilege_risk""]",,,2026-06-21 15:10:28,login_frequency=1.89 logins/30d across 3 platform(s),Elevated privilege misconfiguration across 3 platform(s) with 4 effective privileges.,Low risk — standard profile with 4 effective privileges across 3 platform(s). No immediate action required.,NONE
6cc6d73f-3fba-4b40-be3e-ff16915d27fd,43b47ee5-e1e8-9e7e-2249-8f666e51484d,10.67,20.05,0.44,95.0,20.34,LOW,"[""offboarding_gap""]",,,2026-06-21 15:10:28,offboarding_gap_score=0.95 (compliance_status=NON_COMPLIANT),Identity has an offboarding record with compliance_status=NON_COMPLIANT and offboarding_gap_score=0.95. Access was not revoked on schedule.,Low risk — standard profile with 4 effective privileges across 3 platform(s). No immediate action required.,DOMAIN_RULE
bfe7adef-9ec9-44a0-ac2d-6d015c1795b0,43c07d43-93a7-4792-c561-b8dca4364fcd,14.42,8.04,0.44,0.0,7.95,LOW,"[""privilege_risk""]",,,2026-06-21 15:10:28,login_frequency=2.71 logins/30d across 3 platform(s),Elevated privilege misconfiguration across 3 platform(s) with 4 effective privileges.,Low risk — standard profile with 4 effective privileges across 3 platform(s). No immediate action required.,NONE
06c5701d-00de-47e3-8139-38d0d44e6015,43d88870-f81d-baa1-c812-0a8e78308930,20.81,28.08,2.0,80.56,25.57,LOW,"[""offboarding_gap""]",,,2026-06-21 15:10:28,offboarding_gap_score=0.81 (compliance_status=NON_COMPLIANT),Identity has an offboarding record with compliance_status=NON_COMPLIANT and offboarding_gap_score=0.81. Access was not revoked on schedule.,Low risk — standard profile with 7 effective privileges across 4 platform(s). No immediate action required.,IF_PREDICT|DOMAIN_RULE
20966c83-24ba-417d-af9b-64076d32df94,44007d5a-e88d-a719-2624-2b40a5cb63a2,10.67,30.02,0.44,100.0,24.33,LOW,"[""offboarding_gap""]",,,2026-06-21 15:10:28,offboarding_gap_score=1.00 (compliance_status=NON_COMPLIANT),Identity has an offboarding record with compliance_status=NON_COMPLIANT and offboarding_gap_score=1.00. Access was not revoked on schedule.,Low risk — standard profile with 4 effective privileges across 3 platform(s). No immediate action required.,IF_PREDICT|DOMAIN_RULE
4ac391ad-8e06-4d96-81f9-dde9fb9eaf2e,453b45fe-636c-f499-5254-aad3809cd839,2.67,14.67,41.11,0.0,14.29,LOW,"[""mfa_disabled""]",,,2026-06-21 15:10:28,MFA disabled on at least one platform account,Elevated identity hygiene failure across 1 platform(s) with 1 effective privileges.,Low risk — standard profile with 1 effective privileges across 1 platform(s). No immediate action required.,NONE
342f03e8-6d48-4d78-a5c0-a5f2ac983ee6,45df16b6-382c-043f-7cfc-9b793875394c,32.95,11.4,30.44,0.0,21.61,LOW,"[""mfa_disabled""]",,,2026-06-21 15:10:28,MFA disabled on at least one platform account; holds effective privileges on CRITICAL-rated resources,Elevated privilege misconfiguration across 3 platform(s) with 7 effective privileges.,Low risk — standard profile with 7 effective privileges across 3 platform(s). No immediate action required.,NONE
32068b55-0654-4468-9ea0-d679f537c890,46fde062-a33d-c7af-d701-410d3f4b1a70,30.7,17.41,0.67,0.0,16.97,LOW,"[""privilege_risk""]",,,2026-06-21 15:10:28,login_frequency=3.86 logins/30d across 4 platform(s),Elevated privilege misconfiguration across 4 platform(s) with 11 effective privileges.,Low risk — standard profile with 11 effective privileges across 4 platform(s). No immediate action required.,NONE
39a05b1c-03dd-417a-b9f7-6500627f68e6,473bd358-610e-6a64-e130-1617c2dff335,18.67,11.39,30.67,0.0,16.65,LOW,"[""mfa_disabled""]",,,2026-06-21 15:10:28,MFA disabled on at least one platform account,Elevated identity hygiene failure across 4 platform(s) with 7 effective privileges.,Low risk — standard profile with 7 effective privileges across 4 platform(s). No immediate action required.,NONE
64445ca2-3701-4c15-82dc-42c31d0ef0a4,47419b48-34ae-4abd-36fc-e0acb4698db3,69.0,37.26,33.33,0.0,43.86,MEDIUM,"[""excessive_admin_privileges"", ""mfa_disabled""]",,,2026-06-21 15:10:28,admin_role_count=9 (100% of 9 privileges are ADMIN/FULL_CONTROL); MFA disabled on at least one platform account; holds effective privileges on CRITICAL-rated resources,Identity holds 9 ADMIN/FULL_CONTROL privileges across 2 resource platform(s); 0% are provisioned but unused — classic over-provisioning.,Moderate risk — 9 effective privileges with 0% unused. Low-urgency credential hygiene issue that may escalate if not addressed in the next sprint.,IF_PREDICT
e6442fe4-ea6f-4c6a-b8ae-0195d26cbcec,49646b96-fa3c-1628-8926-21df465568b7,10.67,7.97,30.67,0.0,12.65,LOW,"[""mfa_disabled""]",,,2026-06-21 15:10:28,MFA disabled on at least one platform account,Elevated identity hygiene failure across 2 platform(s) with 4 effective privileges.,Low risk — standard profile with 4 effective privileges across 2 platform(s). No immediate action required.,NONE
6480a9fd-d395-49ee-9654-7cf0d5387bfa,49a214ae-f7e8-f8e5-0d2b-91efb8976ec5,10.67,17.26,0.44,100.0,19.86,LOW,"[""offboarding_gap""]",,,2026-06-21 15:10:28,offboarding_gap_score=1.00 (compliance_status=NON_COMPLIANT),Identity has an offboarding record with compliance_status=NON_COMPLIANT and offboarding_gap_score=1.00. Access was not revoked on schedule.,Low risk — standard profile with 4 effective privileges across 3 platform(s). No immediate action required.,DOMAIN_RULE
f930f00a-3b4c-4f0f-b0c4-aa1714e3c56f,4a90cd0c-24c1-73b9-b7f2-85723defa849,28.17,21.66,30.44,0.0,23.53,LOW,"[""mfa_disabled"", ""high_cross_platform_exposure""]",,,2026-06-21 15:10:28,MFA disabled on at least one platform account,Elevated identity hygiene failure across 5 platform(s) with 10 effective privileges.,Low risk — standard profile with 10 effective privileges across 5 platform(s). No immediate action required.,NONE
2bdc1ba1-d6d9-431d-b1d4-01857abc2b3d,4b91b8cb-6ae6-6582-b852-b3cd9442b5e6,18.67,9.67,31.11,0.0,16.14,LOW,"[""mfa_disabled""]",,,2026-06-21 15:10:28,MFA disabled on at least one platform account,Elevated identity hygiene failure across 4 platform(s) with 7 effective privileges.,Low risk — standard profile with 7 effective privileges across 4 platform(s). No immediate action required.,NONE
26f52207-65d3-4f4c-8e9e-b766ee2379be,4d3485c5-c5c1-4eb4-b27b-3d901a16342c,10.67,4.87,1.56,0.0,5.75,LOW,"[""privilege_risk""]",,,2026-06-21 15:10:28,login_frequency=1.64 logins/30d across 3 platform(s),Elevated privilege misconfiguration across 3 platform(s) with 4 effective privileges.,Low risk — standard profile with 4 effective privileges across 3 platform(s). No immediate action required.,NONE
48dd88c4-f66d-4f5e-bb95-bf4d21422c28,4d57d880-d865-d69a-74f3-310340066ff2,28.67,39.46,1.11,0.0,24.07,LOW,"[""behavioural_risk""]",,,2026-06-21 15:10:28,holds effective privileges on CRITICAL-rated resources,Elevated behavioural anomaly across 4 platform(s) with 7 effective privileges.,Low risk — standard profile with 7 effective privileges across 4 platform(s). No immediate action required.,IF_PREDICT|DOMAIN_RULE
c613fd1b-2edd-4ad5-901b-3f086d1f1d6a,4d71c366-b41b-3143-8b10-550cd5704f32,18.67,17.37,1.33,100.0,22.88,LOW,"[""offboarding_gap""]",,,2026-06-21 15:10:28,offboarding_gap_score=1.00 (compliance_status=NON_COMPLIANT),Identity has an offboarding record with compliance_status=NON_COMPLIANT and offboarding_gap_score=1.00. Access was not revoked on schedule.,Low risk — standard profile with 7 effective privileges across 4 platform(s). No immediate action required.,DOMAIN_RULE
4d413499-ad7c-4902-af40-6a00002e0c72,4f11d8dc-5cd3-3369-04aa-c1b75ca0c428,27.24,24.39,0.89,0.0,18.25,LOW,"[""high_unused_privilege_ratio""]",,,2026-06-21 15:10:28,login_frequency=3.12 logins/30d across 4 platform(s),Elevated privilege misconfiguration across 4 platform(s) with 7 effective privileges.,Low risk — standard profile with 7 effective privileges across 4 platform(s). No immediate action required.,NONE
d4ad24d6-020f-4c4d-beac-0b39e4103435,4f612217-eef1-6694-50ca-e32d0aba590e,29.33,14.44,0.89,0.0,15.5,LOW,"[""privilege_risk""]",,,2026-06-21 15:10:28,login_frequency=3.29 logins/30d across 4 platform(s),Elevated privilege misconfiguration across 4 platform(s) with 11 effective privileges.,Low risk — standard profile with 11 effective privileges across 4 platform(s). No immediate action required.,NONE
81c8751a-42e6-4470-9a27-d81f6ddebaa2,4fa03f26-f6f7-f0cc-29ec-8e49d1bdb8c0,13.0,18.42,32.44,0.0,17.49,LOW,"[""mfa_disabled""]",,,2026-06-21 15:10:28,MFA disabled on at least one platform account,Elevated identity hygiene failure across 2 platform(s) with 3 effective privileges.,Low risk — standard profile with 3 effective privileges across 2 platform(s). No immediate action required.,NONE
f6f1e5b3-c402-441e-8444-76b20e00ddfd,501ba851-5ee6-8495-3400-29c3ea11905b,10.67,15.17,0.67,100.0,19.18,LOW,"[""offboarding_gap""]",,,2026-06-21 15:10:28,offboarding_gap_score=1.00 (compliance_status=NON_COMPLIANT),Identity has an offboarding record with compliance_status=NON_COMPLIANT and offboarding_gap_score=1.00. Access was not revoked on schedule.,Low risk — standard profile with 4 effective privileges across 3 platform(s). No immediate action required.,DOMAIN_RULE
f168fab2-a866-4513-a114-a314abf441c9,502cf0ee-224a-66a6-ac0f-680115b24e1d,18.5,12.29,2.22,0.0,11.22,LOW,"[""privilege_risk""]",,,2026-06-21 15:10:28,login_frequency=2.71 logins/30d across 3 platform(s),Elevated privilege misconfiguration across 3 platform(s) with 6 effective privileges.,Low risk — standard profile with 6 effective privileges across 3 platform(s). No immediate action required.,NONE
2ff37896-2fff-4ab8-b2b6-bd3d14aa70b2,50647c59-774f-6354-7316-ce642a147a96,58.33,32.92,30.67,100.0,48.07,MEDIUM,"[""mfa_disabled"", ""offboarding_gap""]",,,2026-06-21 15:10:28,admin_role_count=5 (100% of 5 privileges are ADMIN/FULL_CONTROL); MFA disabled on at least one platform account; offboarding_gap_score=1.00 (compliance_status=NON_COMPLIANT); holds effective privileges on CRITICAL-rated resources,Identity holds 5 ADMIN/FULL_CONTROL privileges across 3 resource platform(s); 0% are provisioned but unused — classic over-provisioning.,Moderate risk — 5 effective privileges with 0% unused. Low-urgency credential hygiene issue that may escalate if not addressed in the next sprint.,IF_PREDICT|DOMAIN_RULE
2e30efba-20f8-40c2-b9d6-3fa5fc6bd0f4,506e5a9a-b758-588d-ab73-295b344a54b8,26.0,4.8,0.67,0.0,10.91,LOW,"[""privilege_risk""]",,,2026-06-21 15:10:28,holds effective privileges on CRITICAL-rated resources,Elevated privilege misconfiguration across 3 platform(s) with 6 effective privileges.,Low risk — standard profile with 6 effective privileges across 3 platform(s). No immediate action required.,NONE
ca0d578c-e3ed-44ba-a400-ed3a9dd04a79,5168bbf2-97af-5bde-3c8e-9d782d14e9f4,8.0,8.85,40.44,0.0,13.99,LOW,"[""mfa_disabled""]",,,2026-06-21 15:10:28,MFA disabled on at least one platform account,Elevated identity hygiene failure across 1 platform(s) with 3 effective privileges.,Low risk — standard profile with 3 effective privileges across 1 platform(s). No immediate action required.,NONE
32a65693-1c93-45d3-aa50-e7b8394a1ced,517400f8-0b2c-782a-6928-8e92c68a152f,10.67,1.37,30.67,0.0,10.35,LOW,"[""mfa_disabled""]",,,2026-06-21 15:10:28,MFA disabled on at least one platform account,Elevated identity hygiene failure across 3 platform(s) with 4 effective privileges.,Low risk — standard profile with 4 effective privileges across 3 platform(s). No immediate action required.,NONE
144e8c92-88c1-4053-acea-2c3ed53472b6,51e744e4-b864-ca08-ea75-752d6a8fcacb,77.0,18.63,30.44,0.0,39.56,MEDIUM,"[""excessive_admin_privileges"", ""mfa_disabled""]",,,2026-06-21 15:10:28,admin_role_count=12 (100% of 12 privileges are ADMIN/FULL_CONTROL); MFA disabled on at least one platform account; holds effective privileges on CRITICAL-rated resources,Identity holds 12 ADMIN/FULL_CONTROL privileges across 3 resource platform(s); 0% are provisioned but unused — classic over-provisioning.,Moderate risk — 12 effective privileges with 0% unused. Low-urgency credential hygiene issue that may escalate if not addressed in the next sprint.,NONE
38a5ebb2-c704-4554-b5ab-4ec0d6d6a19b,530ac1c7-b8ba-8368-4fc7-77685ebbcca5,55.67,16.73,0.67,0.0,25.47,LOW,"[""privilege_risk""]",,,2026-06-21 15:10:28,admin_role_count=4 (100% of 4 privileges are ADMIN/FULL_CONTROL); holds effective privileges on CRITICAL-rated resources,Identity holds 4 ADMIN/FULL_CONTROL privileges across 2 resource platform(s); 0% are provisioned but unused — classic over-provisioning.,Low risk — standard profile with 4 effective privileges across 2 platform(s). No immediate action required.,NONE
83c26e3c-4df6-46e9-b6a4-07a9c27a009a,5380b904-688c-7015-aab9-7e494f2d4796,18.67,24.41,0.44,0.0,15.17,LOW,"[""behavioural_risk""]",,,2026-06-21 15:10:28,login_frequency=2.38 logins/30d across 4 platform(s),Elevated behavioural anomaly across 4 platform(s) with 7 effective privileges.,Low risk — standard profile with 7 effective privileges across 4 platform(s). No immediate action required.,NONE
23b92edd-f59d-46b3-b3d6-56aa5b36eb72,53f30073-83e9-6ef4-6d7d-f5d0d3b59af7,20.81,21.94,30.89,100.0,31.14,MEDIUM,"[""mfa_disabled"", ""offboarding_gap""]",,,2026-06-21 15:10:28,MFA disabled on at least one platform account; offboarding_gap_score=1.00 (compliance_status=NON_COMPLIANT),Identity has an offboarding record with compliance_status=NON_COMPLIANT and offboarding_gap_score=1.00. Access was not revoked on schedule.,Moderate risk — 7 effective privileges with 14% unused. Low-urgency credential hygiene issue that may escalate if not addressed in the next sprint.,DOMAIN_RULE
3a6b3dd3-89f9-419e-a630-32f3148331a1,548c1d84-340d-e049-4147-65063e2bf9c9,10.67,22.24,0.89,100.0,21.7,LOW,"[""offboarding_gap""]",,,2026-06-21 15:10:28,offboarding_gap_score=1.00 (compliance_status=NON_COMPLIANT),Identity has an offboarding record with compliance_status=NON_COMPLIANT and offboarding_gap_score=1.00. Access was not revoked on schedule.,Low risk — standard profile with 4 effective privileges across 3 platform(s). No immediate action required.,DOMAIN_RULE
a5f52952-98b7-427c-9328-c80b9c12f96d,54e38579-c0af-d193-f780-ef2f664d5922,61.33,15.47,31.11,0.0,33.11,MEDIUM,"[""mfa_disabled""]",,,2026-06-21 15:10:28,admin_role_count=5 (100% of 5 privileges are ADMIN/FULL_CONTROL); MFA disabled on at least one platform account; holds effective privileges on CRITICAL-rated resources,Identity holds 5 ADMIN/FULL_CONTROL privileges across 3 resource platform(s); 20% are provisioned but unused — classic over-provisioning.,Moderate risk — 5 effective privileges with 20% unused. Low-urgency credential hygiene issue that may escalate if not addressed in the next sprint.,NONE
904f389f-d37f-47ec-b837-9a6bb12153fe,56cb1ab0-62fb-26d7-f4db-ca07e506f670,32.95,24.41,1.33,100.0,30.34,MEDIUM,"[""offboarding_gap""]",,,2026-06-21 15:10:28,offboarding_gap_score=1.00 (compliance_status=NON_COMPLIANT); holds effective privileges on CRITICAL-rated resources,Identity has an offboarding record with compliance_status=NON_COMPLIANT and offboarding_gap_score=1.00. Access was not revoked on schedule.,Moderate risk — 7 effective privileges with 29% unused. Low-urgency credential hygiene issue that may escalate if not addressed in the next sprint.,DOMAIN_RULE
7e5b0b90-5ede-4cf3-b740-14405a017d5d,586a346a-dc5b-e7d1-fcef-1972bbf483ce,18.67,5.28,31.11,0.0,14.6,LOW,"[""mfa_disabled""]",,,2026-06-21 15:10:28,MFA disabled on at least one platform account,Elevated identity hygiene failure across 4 platform(s) with 7 effective privileges.,Low risk — standard profile with 7 effective privileges across 4 platform(s). No immediate action required.,NONE
a4718579-3b19-4bf5-b97b-34f84debc7a5,59e4b671-4774-bc58-c5f8-bc16f7860b50,18.67,2.88,0.67,0.0,7.68,LOW,"[""privilege_risk""]",,,2026-06-21 15:10:28,login_frequency=2.14 logins/30d across 4 platform(s),Elevated privilege misconfiguration across 4 platform(s) with 7 effective privileges.,Low risk — standard profile with 7 effective privileges across 4 platform(s). No immediate action required.,NONE
70c1f355-31cb-4589-87ec-d2423ecb1332,5a304528-0b59-9562-2227-219f551ff086,26.0,24.88,2.44,78.89,26.19,LOW,"[""offboarding_gap""]",,,2026-06-21 15:10:28,offboarding_gap_score=0.79 (compliance_status=NON_COMPLIANT); holds effective privileges on CRITICAL-rated resources,Identity has an offboarding record with compliance_status=NON_COMPLIANT and offboarding_gap_score=0.79. Access was not revoked on schedule.,Low risk — standard profile with 6 effective privileges across 3 platform(s). No immediate action required.,DOMAIN_RULE
e9629e12-e1a8-4141-b2c0-401158dbb8c1,5a8aaeca-1a50-aec3-aabc-25fa3fe12e47,14.42,8.94,30.67,0.0,14.31,LOW,"[""mfa_disabled""]",,,2026-06-21 15:10:28,MFA disabled on at least one platform account,Elevated identity hygiene failure across 3 platform(s) with 4 effective privileges.,Low risk — standard profile with 4 effective privileges across 3 platform(s). No immediate action required.,NONE
7ef6efb8-c091-42e8-9d13-10b9cc3d4d1c,5aaab32f-ce63-22b6-ab05-347fd556b37d,30.81,8.65,30.67,0.0,19.95,LOW,"[""mfa_disabled""]",,,2026-06-21 15:10:28,MFA disabled on at least one platform account; holds effective privileges on CRITICAL-rated resources,Elevated privilege misconfiguration across 4 platform(s) with 7 effective privileges.,Low risk — standard profile with 7 effective privileges across 4 platform(s). No immediate action required.,NONE
12136844-5839-4b75-af75-8e264579cc09,5b80b8d1-8788-dfed-78c0-4ed8fdd4ff21,2.67,14.57,41.33,0.0,14.3,LOW,"[""mfa_disabled""]",,,2026-06-21 15:10:28,MFA disabled on at least one platform account,Elevated identity hygiene failure across 1 platform(s) with 1 effective privileges.,Low risk — standard profile with 1 effective privileges across 1 platform(s). No immediate action required.,NONE
7989f0fb-76d4-4b61-9ef0-e23f4d8e3fe3,5bd93609-b297-a782-bcf4-74aace63cb1a,2.67,12.95,40.67,0.0,13.6,LOW,"[""mfa_disabled""]",,,2026-06-21 15:10:28,MFA disabled on at least one platform account,Elevated identity hygiene failure across 1 platform(s) with 1 effective privileges.,Low risk — standard profile with 1 effective privileges across 1 platform(s). No immediate action required.,NONE
553969af-7124-43a0-ae1b-00190c84573e,5c0b9b10-a757-cb10-42f5-25b902ed73ce,77.0,22.66,0.44,0.0,34.97,MEDIUM,"[""excessive_admin_privileges""]",,,2026-06-21 15:10:28,admin_role_count=12 (100% of 12 privileges are ADMIN/FULL_CONTROL); holds effective privileges on CRITICAL-rated resources,Identity holds 12 ADMIN/FULL_CONTROL privileges across 3 resource platform(s); 0% are provisioned but unused — classic over-provisioning.,Moderate risk — 12 effective privileges with 0% unused. Low-urgency credential hygiene issue that may escalate if not addressed in the next sprint.,NONE
8ac1c767-f9ac-46d9-a2a2-203e80b1195e,5c11ab6d-42f5-b3f5-4ef4-c34d5bf86f3c,30.81,15.74,30.67,0.0,22.42,LOW,"[""mfa_disabled""]",,,2026-06-21 15:10:28,MFA disabled on at least one platform account; holds effective privileges on CRITICAL-rated resources,Elevated privilege misconfiguration across 4 platform(s) with 7 effective privileges.,Low risk — standard profile with 7 effective privileges across 4 platform(s). No immediate action required.,NONE
e6c8d4e4-fbef-4a37-a9db-b826ad2c2f39,5cce5ba9-31d4-ee09-8fd3-3afc91fdfa4f,10.67,6.55,1.56,0.0,6.34,LOW,"[""privilege_risk""]",,,2026-06-21 15:10:28,login_frequency=1.40 logins/30d across 2 platform(s),Elevated privilege misconfiguration across 2 platform(s) with 4 effective privileges.,Low risk — standard profile with 4 effective privileges across 2 platform(s). No immediate action required.,NONE
69e39ae0-b572-4d3b-9bde-0d604525a44a,5d71a898-6497-6593-c92e-8c93d105c8d6,10.67,11.55,30.67,0.0,13.91,LOW,"[""mfa_disabled""]",,,2026-06-21 15:10:28,MFA disabled on at least one platform account,Elevated identity hygiene failure across 3 platform(s) with 4 effective privileges.,Low risk — standard profile with 4 effective privileges across 3 platform(s). No immediate action required.,NONE
21553782-970e-4afb-96f5-b4a0fb028028,5e09a9ee-af88-bdec-fb1e-143b196f4dfa,74.33,23.12,0.44,0.0,34.2,MEDIUM,"[""excessive_admin_privileges""]",,,2026-06-21 15:10:28,admin_role_count=11 (100% of 11 privileges are ADMIN/FULL_CONTROL); holds effective privileges on CRITICAL-rated resources,Identity holds 11 ADMIN/FULL_CONTROL privileges across 3 resource platform(s); 0% are provisioned but unused — classic over-provisioning.,Moderate risk — 11 effective privileges with 0% unused. Low-urgency credential hygiene issue that may escalate if not addressed in the next sprint.,NONE
b3298ca0-7cff-4a37-b0df-168bc5e5d02d,5e175b66-4b87-959f-f0cd-7f05ea87855e,20.81,14.96,30.44,0.0,18.61,LOW,"[""mfa_disabled""]",,,2026-06-21 15:10:28,MFA disabled on at least one platform account,Elevated identity hygiene failure across 4 platform(s) with 7 effective privileges.,Low risk — standard profile with 7 effective privileges across 4 platform(s). No immediate action required.,NONE
06a3002b-b159-49e7-899f-c3789d3109c5,5e6fea07-c453-6f1d-4199-2fdfb31022f0,28.5,9.38,0.67,0.0,13.39,LOW,"[""privilege_risk""]",,,2026-06-21 15:10:28,holds effective privileges on CRITICAL-rated resources,Elevated privilege misconfiguration across 3 platform(s) with 6 effective privileges.,Low risk — standard profile with 6 effective privileges across 3 platform(s). No immediate action required.,NONE
07c9c344-6dd1-4983-8e7d-fab451743b88,5f90bed6-fb25-664d-630a-a767a2bb522b,97.22,77.89,27.11,0.0,86.72,CRITICAL,"[""excessive_admin_privileges"", ""high_unused_privilege_ratio"", ""anomaly_model_flag"", ""dormant_account"", ""high_cross_platform_exposure""]",,,2026-06-21 15:10:28,admin_role_count=27 (100% of 27 privileges are ADMIN/FULL_CONTROL); dormant_days=122 (no activity for 122 days); ensemble_anomaly_score=0.607 (flagged by IsolationForest + LOF + Autoencoder); holds effective privileges on CRITICAL-rated resources,Identity holds 27 ADMIN/FULL_CONTROL privileges across 5 resource platform(s); 81% are provisioned but unused — classic over-provisioning.,"Critical-tier identity with 27 admin-level privileges spanning 5 platform(s). A compromised account at this privilege level could enable lateral movement, data exfiltration, or full domain takeover. Immediate remediation required.",ML_ENSEMBLE|IF_PREDICT
07a6130f-ed5a-4513-b4f3-f4b654090c97,5fbbf0b1-8083-89c8-657e-01c90da23e5c,10.67,1.42,30.44,0.0,10.32,LOW,"[""mfa_disabled""]",,,2026-06-21 15:10:28,MFA disabled on at least one platform account,Elevated identity hygiene failure across 3 platform(s) with 4 effective privileges.,Low risk — standard profile with 4 effective privileges across 3 platform(s). No immediate action required.,NONE
38d1ce0a-df69-414d-84e1-914f8cff2ff3,614c721d-a921-cb4c-95fb-e976ae007b7e,53.21,21.7,0.44,0.0,26.31,LOW,"[""high_cross_platform_exposure""]",,,2026-06-21 15:10:28,admin_role_count=5 (62% of 8 privileges are ADMIN/FULL_CONTROL); holds effective privileges on CRITICAL-rated resources,Identity holds 5 ADMIN/FULL_CONTROL privileges across 4 resource platform(s); 0% are provisioned but unused — classic over-provisioning.,Low risk — standard profile with 8 effective privileges across 4 platform(s). No immediate action required.,NONE
e134b9f5-c50c-4bf2-99f4-b53a0ffe394d,61935990-abdd-1a8f-a4b0-5c89f10bce9c,33.42,18.12,0.67,0.0,18.17,LOW,"[""privilege_risk""]",,,2026-06-21 15:10:28,login_frequency=4.77 logins/30d across 4 platform(s),Elevated privilege misconfiguration across 4 platform(s) with 11 effective privileges.,Low risk — standard profile with 11 effective privileges across 4 platform(s). No immediate action required.,NONE
24383355-36a9-4569-aa8d-6b2b936e7877,624c69b6-b244-45a7-b7e5-848131c681ec,28.67,7.51,0.44,0.0,12.75,LOW,"[""privilege_risk""]",,,2026-06-21 15:10:28,holds effective privileges on CRITICAL-rated resources,Elevated privilege misconfiguration across 4 platform(s) with 7 effective privileges.,Low risk — standard profile with 7 effective privileges across 4 platform(s). No immediate action required.,NONE
2d75ae7c-cd8b-4876-a2ec-7343c36e8c6e,6307d4d1-21c9-a15d-5104-5a16ef15ab72,18.67,15.93,30.67,0.0,18.24,LOW,"[""mfa_disabled""]",,,2026-06-21 15:10:28,MFA disabled on at least one platform account,Elevated identity hygiene failure across 4 platform(s) with 7 effective privileges.,Low risk — standard profile with 7 effective privileges across 4 platform(s). No immediate action required.,DOMAIN_RULE
10db912e-8640-4618-a159-d8847db2bba3,64880945-ad1d-b537-d7f3-4368c2efeecb,77.0,30.25,0.89,0.0,37.71,MEDIUM,"[""excessive_admin_privileges""]",,,2026-06-21 15:10:28,admin_role_count=12 (100% of 12 privileges are ADMIN/FULL_CONTROL); holds effective privileges on CRITICAL-rated resources,Identity holds 12 ADMIN/FULL_CONTROL privileges across 3 resource platform(s); 0% are provisioned but unused — classic over-provisioning.,Moderate risk — 12 effective privileges with 0% unused. Low-urgency credential hygiene issue that may escalate if not addressed in the next sprint.,NONE
95637942-c7a3-4953-bf48-2ec7032d4848,6502d6a2-ca6a-2224-171e-16cc5da36f1b,10.67,5.24,0.67,0.0,5.7,LOW,"[""privilege_risk""]",,,2026-06-21 15:10:28,login_frequency=1.32 logins/30d across 2 platform(s),Elevated privilege misconfiguration across 2 platform(s) with 4 effective privileges.,Low risk — standard profile with 4 effective privileges across 2 platform(s). No immediate action required.,NONE
16a58de3-5ed7-4227-bd88-fc1dba2716cd,66132e69-7418-8109-d3d1-bf0f56c438e4,21.0,12.73,1.11,0.0,12.03,LOW,"[""privilege_risk""]",,,2026-06-21 15:10:28,login_frequency=1.40 logins/30d across 3 platform(s),Elevated privilege misconfiguration across 3 platform(s) with 6 effective privileges.,Low risk — standard profile with 6 effective privileges across 3 platform(s). No immediate action required.,NONE
4ff32007-7aa2-46cc-bcf2-975896596645,668c879b-d2dc-42c8-32b8-d8aa21768dd7,2.67,13.95,40.44,0.0,13.91,LOW,"[""mfa_disabled""]",,,2026-06-21 15:10:28,MFA disabled on at least one platform account,Elevated identity hygiene failure across 1 platform(s) with 1 effective privileges.,Low risk — standard profile with 1 effective privileges across 1 platform(s). No immediate action required.,NONE
36d277e7-81e0-4c9b-af75-0ea7945adae2,67884209-92ca-525a-6de5-93329364f3d0,79.5,36.34,30.44,0.0,46.63,MEDIUM,"[""excessive_admin_privileges"", ""mfa_disabled"", ""high_cross_platform_exposure""]",,,2026-06-21 15:10:28,admin_role_count=12 (100% of 12 privileges are ADMIN/FULL_CONTROL); MFA disabled on at least one platform account; holds effective privileges on CRITICAL-rated resources,Identity holds 12 ADMIN/FULL_CONTROL privileges across 4 resource platform(s); 17% are provisioned but unused — classic over-provisioning.,Moderate risk — 12 effective privileges with 17% unused. Low-urgency credential hygiene issue that may escalate if not addressed in the next sprint.,IF_PREDICT
befe3ece-702f-41a9-89da-b66dbf105cda,680ac07a-2a93-5d62-3c83-5dc0d9441fa5,28.17,22.14,0.44,0.0,17.7,LOW,"[""high_cross_platform_exposure""]",,,2026-06-21 15:10:28,login_frequency=3.70 logins/30d across 5 platform(s),Elevated privilege misconfiguration across 5 platform(s) with 10 effective privileges.,Low risk — standard profile with 10 effective privileges across 5 platform(s). No immediate action required.,NONE
2669b483-edc7-4bbe-8650-d25feb0de547,692ac139-1f4a-8ca1-ab85-fd595463adc7,10.67,3.92,0.89,0.0,5.28,LOW,"[""privilege_risk""]",,,2026-06-21 15:10:28,login_frequency=1.64 logins/30d across 3 platform(s),Elevated privilege misconfiguration across 3 platform(s) with 4 effective privileges.,Low risk — standard profile with 4 effective privileges across 3 platform(s). No immediate action required.,NONE
