action_id,incident_id,identity_id,canonical_id,action_type,recommended_action,priority,action_priority,affected_resource_id,estimated_risk_reduction,blast_radius_reduction,justification,estimated_effort,requires_approval,compliance_frameworks,status,generated_timestamp,llm_rationale
a8c84620-9a55-4960-9cb6-47c2bde805bf,,40a26c60-0d27-0659-f72a-da9b2f32751e,40a26c60-0d27-0659-f72a-da9b2f32751e,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P4,low,,17.16,0.0,Elevated privilege misconfiguration across 3 platform(s) with 4 effective privileges.,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
7b1b2b0a-d844-49ef-9a40-fcf8d576519d,,43b47ee5-e1e8-9e7e-2249-8f666e51484d,43b47ee5-e1e8-9e7e-2249-8f666e51484d,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P4,low,,5.4,0.0,Identity has an offboarding record with compliance_status=NON_COMPLIANT and offboarding_gap_score=0.95. Access was not revoked on schedule. Detection was triggered by a deterministic IAM governance rule (not an ML model).,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
31db1e68-1f61-4da6-a8d3-b43c548a07de,,43c07d43-93a7-4792-c561-b8dca4364fcd,43c07d43-93a7-4792-c561-b8dca4364fcd,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P4,low,,14.47,0.0,Elevated privilege misconfiguration across 3 platform(s) with 4 effective privileges.,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
81d18abc-1a69-4201-953b-1e19bb28817c,,43d88870-f81d-baa1-c812-0a8e78308930,43d88870-f81d-baa1-c812-0a8e78308930,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P4,low,,7.62,0.0,Identity has an offboarding record with compliance_status=NON_COMPLIANT and offboarding_gap_score=0.81. Access was not revoked on schedule. Detection involved both ML anomaly scoring and a deterministic IAM rule.,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
92386187-368f-47bd-bb11-433d265f9caa,,44007d5a-e88d-a719-2624-2b40a5cb63a2,44007d5a-e88d-a719-2624-2b40a5cb63a2,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P4,low,,5.23,0.0,Identity has an offboarding record with compliance_status=NON_COMPLIANT and offboarding_gap_score=1.00. Access was not revoked on schedule. Detection involved both ML anomaly scoring and a deterministic IAM rule.,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
ee852e24-ad89-43d1-afa6-fcea7b29a2d9,,453b45fe-636c-f499-5254-aad3809cd839,453b45fe-636c-f499-5254-aad3809cd839,ENFORCE_MFA,ENFORCE_MFA,P4,low,,45.67,0.0,Elevated identity hygiene failure across 1 platform(s) with 1 effective privileges.,quick,False,"[""NIST-IA-2"", ""NIST-IA-2(1)"", ""NIST-IA-2(2)"", ""CIS-6.3"", ""ISO-A.9.4.2"", ""SOC2-CC6.1""]",RECOMMENDED,2026-06-21 14:36:33,
0ce50181-6843-4468-a616-b1e379f7e4db,,45df16b6-382c-043f-7cfc-9b793875394c,45df16b6-382c-043f-7cfc-9b793875394c,ENFORCE_MFA,ENFORCE_MFA,P4,low,,22.49,0.0,Elevated privilege misconfiguration across 3 platform(s) with 7 effective privileges.,quick,False,"[""NIST-IA-2"", ""NIST-IA-2(1)"", ""NIST-IA-2(2)"", ""CIS-6.3"", ""ISO-A.9.4.2"", ""SOC2-CC6.1""]",RECOMMENDED,2026-06-21 14:36:33,
8ac84007-459a-4d36-8bed-ed7dcc449d5a,,46fde062-a33d-c7af-d701-410d3f4b1a70,46fde062-a33d-c7af-d701-410d3f4b1a70,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P4,low,,14.46,0.0,Elevated privilege misconfiguration across 4 platform(s) with 11 effective privileges.,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
24bccc57-92c6-4244-96ec-2c7ecf0c1b6d,,473bd358-610e-6a64-e130-1617c2dff335,473bd358-610e-6a64-e130-1617c2dff335,ENFORCE_MFA,ENFORCE_MFA,P4,low,,29.38,0.0,Elevated identity hygiene failure across 4 platform(s) with 7 effective privileges.,quick,False,"[""NIST-IA-2"", ""NIST-IA-2(1)"", ""NIST-IA-2(2)"", ""CIS-6.3"", ""ISO-A.9.4.2"", ""SOC2-CC6.1""]",RECOMMENDED,2026-06-21 14:36:33,
1b479f45-2da9-400f-a10b-97a69578ed0e,e7172745-fa00-42ad-ae70-65d17e273fa0,47419b48-34ae-4abd-36fc-e0acb4698db3,47419b48-34ae-4abd-36fc-e0acb4698db3,ENFORCE_MFA,ENFORCE_MFA,P2,high,,15.1,0.0,Identity holds 9 ADMIN/FULL_CONTROL privileges across 2 resource platform(s); 0% are provisioned but unused — classic over-provisioning.,quick,False,"[""NIST-IA-2"", ""NIST-IA-2(1)"", ""NIST-IA-2(2)"", ""CIS-6.3"", ""ISO-A.9.4.2"", ""SOC2-CC6.1""]",RECOMMENDED,2026-06-21 14:36:33,
a4af19a6-7d72-4968-ba68-50dd4e80db8f,,49646b96-fa3c-1628-8926-21df465568b7,49646b96-fa3c-1628-8926-21df465568b7,ENFORCE_MFA,ENFORCE_MFA,P4,low,,37.25,0.0,Elevated identity hygiene failure across 2 platform(s) with 4 effective privileges.,quick,False,"[""NIST-IA-2"", ""NIST-IA-2(1)"", ""NIST-IA-2(2)"", ""CIS-6.3"", ""ISO-A.9.4.2"", ""SOC2-CC6.1""]",RECOMMENDED,2026-06-21 14:36:33,
6ce19b61-c03e-4580-8bbd-e8f3fbd40ffe,,49a214ae-f7e8-f8e5-0d2b-91efb8976ec5,49a214ae-f7e8-f8e5-0d2b-91efb8976ec5,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P4,low,,5.28,0.0,Identity has an offboarding record with compliance_status=NON_COMPLIANT and offboarding_gap_score=1.00. Access was not revoked on schedule. Detection was triggered by a deterministic IAM governance rule (not an ML model).,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
cab37ce1-114d-48a6-b416-df1935b41234,,4a90cd0c-24c1-73b9-b7f2-85723defa849,4a90cd0c-24c1-73b9-b7f2-85723defa849,ENFORCE_MFA,ENFORCE_MFA,P4,low,,22.94,0.0,Elevated identity hygiene failure across 5 platform(s) with 10 effective privileges.,quick,False,"[""NIST-IA-2"", ""NIST-IA-2(1)"", ""NIST-IA-2(2)"", ""CIS-6.3"", ""ISO-A.9.4.2"", ""SOC2-CC6.1""]",RECOMMENDED,2026-06-21 14:36:33,
019a1cf7-7a97-46de-a960-3ed74d03bc74,,4b91b8cb-6ae6-6582-b852-b3cd9442b5e6,4b91b8cb-6ae6-6582-b852-b3cd9442b5e6,ENFORCE_MFA,ENFORCE_MFA,P4,low,,30.13,0.0,Elevated identity hygiene failure across 4 platform(s) with 7 effective privileges.,quick,False,"[""NIST-IA-2"", ""NIST-IA-2(1)"", ""NIST-IA-2(2)"", ""CIS-6.3"", ""ISO-A.9.4.2"", ""SOC2-CC6.1""]",RECOMMENDED,2026-06-21 14:36:33,
b55faac2-3bfe-4ced-9fc9-bbcf8092eea4,,4d3485c5-c5c1-4eb4-b27b-3d901a16342c,4d3485c5-c5c1-4eb4-b27b-3d901a16342c,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P4,low,,14.47,0.0,Elevated privilege misconfiguration across 3 platform(s) with 4 effective privileges.,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
e7464696-95ef-4729-ac2a-6b9e8673e206,d20b638e-55e7-404e-914e-7df776c3e5f3,4d57d880-d865-d69a-74f3-310340066ff2,4d57d880-d865-d69a-74f3-310340066ff2,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P4,low,,11.21,0.0,Elevated behavioural anomaly across 4 platform(s) with 7 effective privileges. Detection involved both ML anomaly scoring and a deterministic IAM rule.,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
a839cd18-d6ed-404e-87b8-d29c97774a19,,4d71c366-b41b-3143-8b10-550cd5704f32,4d71c366-b41b-3143-8b10-550cd5704f32,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P4,low,,7.04,0.0,Identity has an offboarding record with compliance_status=NON_COMPLIANT and offboarding_gap_score=1.00. Access was not revoked on schedule. Detection was triggered by a deterministic IAM governance rule (not an ML model).,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
243e9db9-c7af-4498-8b93-2166b6bc2e1c,,4f11d8dc-5cd3-3369-04aa-c1b75ca0c428,4f11d8dc-5cd3-3369-04aa-c1b75ca0c428,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P4,low,,12.79,0.0,Elevated privilege misconfiguration across 4 platform(s) with 7 effective privileges.,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
a8b35e6b-4a94-476a-8c96-ebb4276fe87d,,4f612217-eef1-6694-50ca-e32d0aba590e,4f612217-eef1-6694-50ca-e32d0aba590e,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P4,low,,14.88,0.0,Elevated privilege misconfiguration across 4 platform(s) with 11 effective privileges.,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
30513838-cdeb-45a0-b25a-460c35a9acbe,,4fa03f26-f6f7-f0cc-29ec-8e49d1bdb8c0,4fa03f26-f6f7-f0cc-29ec-8e49d1bdb8c0,ENFORCE_MFA,ENFORCE_MFA,P4,low,,31.5,0.0,Elevated identity hygiene failure across 2 platform(s) with 3 effective privileges.,quick,False,"[""NIST-IA-2"", ""NIST-IA-2(1)"", ""NIST-IA-2(2)"", ""CIS-6.3"", ""ISO-A.9.4.2"", ""SOC2-CC6.1""]",RECOMMENDED,2026-06-21 14:36:33,
95b63402-e936-4be4-b0fd-a64e21410179,,501ba851-5ee6-8495-3400-29c3ea11905b,501ba851-5ee6-8495-3400-29c3ea11905b,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P4,low,,5.28,0.0,Identity has an offboarding record with compliance_status=NON_COMPLIANT and offboarding_gap_score=1.00. Access was not revoked on schedule. Detection was triggered by a deterministic IAM governance rule (not an ML model).,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
7902bb37-a85d-4675-bbb1-d54ae72cf6b4,,502cf0ee-224a-66a6-ac0f-680115b24e1d,502cf0ee-224a-66a6-ac0f-680115b24e1d,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P4,low,,13.46,0.0,Elevated privilege misconfiguration across 3 platform(s) with 6 effective privileges.,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
874c5ca5-8510-42a7-8249-4a299e0dfdc6,3f00fe5c-221d-4bca-93b7-f0d887322739,50647c59-774f-6354-7316-ce642a147a96,50647c59-774f-6354-7316-ce642a147a96,ENFORCE_MFA,ENFORCE_MFA,P2,high,,12.53,0.0,Identity holds 5 ADMIN/FULL_CONTROL privileges across 3 resource platform(s); 0% are provisioned but unused — classic over-provisioning. Detection involved both ML anomaly scoring and a deterministic IAM rule.,quick,False,"[""NIST-IA-2"", ""NIST-IA-2(1)"", ""NIST-IA-2(2)"", ""CIS-6.3"", ""ISO-A.9.4.2"", ""SOC2-CC6.1""]",RECOMMENDED,2026-06-21 14:36:33,
721d9d18-ac4e-406b-b7ab-c3019ffda89e,,506e5a9a-b758-588d-ab73-295b344a54b8,506e5a9a-b758-588d-ab73-295b344a54b8,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P4,low,,17.45,0.0,Elevated privilege misconfiguration across 3 platform(s) with 6 effective privileges.,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
67ac76e4-11e1-43ee-81a8-3720cf3f7f94,,5168bbf2-97af-5bde-3c8e-9d782d14e9f4,5168bbf2-97af-5bde-3c8e-9d782d14e9f4,ENFORCE_MFA,ENFORCE_MFA,P4,low,,43.79,0.0,Elevated identity hygiene failure across 1 platform(s) with 3 effective privileges.,quick,False,"[""NIST-IA-2"", ""NIST-IA-2(1)"", ""NIST-IA-2(2)"", ""CIS-6.3"", ""ISO-A.9.4.2"", ""SOC2-CC6.1""]",RECOMMENDED,2026-06-21 14:36:33,
74668b8d-27db-4153-ba40-73f19993839b,,517400f8-0b2c-782a-6928-8e92c68a152f,517400f8-0b2c-782a-6928-8e92c68a152f,ENFORCE_MFA,ENFORCE_MFA,P4,low,,42.18,0.0,Elevated identity hygiene failure across 3 platform(s) with 4 effective privileges.,quick,False,"[""NIST-IA-2"", ""NIST-IA-2(1)"", ""NIST-IA-2(2)"", ""CIS-6.3"", ""ISO-A.9.4.2"", ""SOC2-CC6.1""]",RECOMMENDED,2026-06-21 14:36:33,
0758eb66-0803-437a-91a0-001d261d089a,,51e744e4-b864-ca08-ea75-752d6a8fcacb,51e744e4-b864-ca08-ea75-752d6a8fcacb,ENFORCE_MFA,ENFORCE_MFA,P2,high,,13.24,0.0,Identity holds 12 ADMIN/FULL_CONTROL privileges across 3 resource platform(s); 0% are provisioned but unused — classic over-provisioning.,quick,False,"[""NIST-IA-2"", ""NIST-IA-2(1)"", ""NIST-IA-2(2)"", ""CIS-6.3"", ""ISO-A.9.4.2"", ""SOC2-CC6.1""]",RECOMMENDED,2026-06-21 14:36:33,
c215cd18-220b-43fd-8d52-9a8376c0abf9,,530ac1c7-b8ba-8368-4fc7-77685ebbcca5,530ac1c7-b8ba-8368-4fc7-77685ebbcca5,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P4,low,,16.45,0.0,Identity holds 4 ADMIN/FULL_CONTROL privileges across 2 resource platform(s); 0% are provisioned but unused — classic over-provisioning.,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
042d7e4d-9b62-46a7-884e-815a38d2f007,,5380b904-688c-7015-aab9-7e494f2d4796,5380b904-688c-7015-aab9-7e494f2d4796,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P4,low,,11.43,0.0,Elevated behavioural anomaly across 4 platform(s) with 7 effective privileges.,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
685dfbd2-7ca3-42d7-a5c7-f16c90422407,,53f30073-83e9-6ef4-6d7d-f5d0d3b59af7,53f30073-83e9-6ef4-6d7d-f5d0d3b59af7,ENFORCE_MFA,ENFORCE_MFA,P2,high,,17.59,0.0,Identity has an offboarding record with compliance_status=NON_COMPLIANT and offboarding_gap_score=1.00. Access was not revoked on schedule. Detection was triggered by a deterministic IAM governance rule (not an ML model).,quick,False,"[""NIST-IA-2"", ""NIST-IA-2(1)"", ""NIST-IA-2(2)"", ""CIS-6.3"", ""ISO-A.9.4.2"", ""SOC2-CC6.1""]",RECOMMENDED,2026-06-21 14:36:33,
aff4b0d7-8447-4ff7-a778-03f78784218d,,548c1d84-340d-e049-4147-65063e2bf9c9,548c1d84-340d-e049-4147-65063e2bf9c9,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P4,low,,5.24,0.0,Identity has an offboarding record with compliance_status=NON_COMPLIANT and offboarding_gap_score=1.00. Access was not revoked on schedule. Detection was triggered by a deterministic IAM governance rule (not an ML model).,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
7d55ca65-2766-490c-a222-fcb4eaa4fd2a,,54e38579-c0af-d193-f780-ef2f664d5922,54e38579-c0af-d193-f780-ef2f664d5922,ENFORCE_MFA,ENFORCE_MFA,P2,high,,15.61,0.0,Identity holds 5 ADMIN/FULL_CONTROL privileges across 3 resource platform(s); 20% are provisioned but unused — classic over-provisioning.,quick,False,"[""NIST-IA-2"", ""NIST-IA-2(1)"", ""NIST-IA-2(2)"", ""CIS-6.3"", ""ISO-A.9.4.2"", ""SOC2-CC6.1""]",RECOMMENDED,2026-06-21 14:36:33,
d82f402f-e78a-4d50-90db-cdf80d54c408,,56cb1ab0-62fb-26d7-f4db-ca07e506f670,56cb1ab0-62fb-26d7-f4db-ca07e506f670,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P3,medium,,9.01,0.0,Identity has an offboarding record with compliance_status=NON_COMPLIANT and offboarding_gap_score=1.00. Access was not revoked on schedule. Detection was triggered by a deterministic IAM governance rule (not an ML model).,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
21c45442-2586-4b91-b3c1-3b861d43c7cf,,586a346a-dc5b-e7d1-fcef-1972bbf483ce,586a346a-dc5b-e7d1-fcef-1972bbf483ce,ENFORCE_MFA,ENFORCE_MFA,P4,low,,31.73,0.0,Elevated identity hygiene failure across 4 platform(s) with 7 effective privileges.,quick,False,"[""NIST-IA-2"", ""NIST-IA-2(1)"", ""NIST-IA-2(2)"", ""CIS-6.3"", ""ISO-A.9.4.2"", ""SOC2-CC6.1""]",RECOMMENDED,2026-06-21 14:36:33,
3f782b32-8774-4583-9fe5-0e5005c4a77d,,59e4b671-4774-bc58-c5f8-bc16f7860b50,59e4b671-4774-bc58-c5f8-bc16f7860b50,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P4,low,,17.67,0.0,Elevated privilege misconfiguration across 4 platform(s) with 7 effective privileges.,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
80a2c2eb-245b-4e10-b9be-5c21e1024691,,5a304528-0b59-9562-2227-219f551ff086,5a304528-0b59-9562-2227-219f551ff086,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P4,low,,8.61,0.0,Identity has an offboarding record with compliance_status=NON_COMPLIANT and offboarding_gap_score=0.79. Access was not revoked on schedule. Detection was triggered by a deterministic IAM governance rule (not an ML model).,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
dc2fdfeb-8aa3-43a8-9ce4-846a5e1c088e,,5a8aaeca-1a50-aec3-aabc-25fa3fe12e47,5a8aaeca-1a50-aec3-aabc-25fa3fe12e47,ENFORCE_MFA,ENFORCE_MFA,P4,low,,33.29,0.0,Elevated identity hygiene failure across 3 platform(s) with 4 effective privileges.,quick,False,"[""NIST-IA-2"", ""NIST-IA-2(1)"", ""NIST-IA-2(2)"", ""CIS-6.3"", ""ISO-A.9.4.2"", ""SOC2-CC6.1""]",RECOMMENDED,2026-06-21 14:36:33,
f250ba5c-9d9e-4816-b53d-fd1ccfdfbec8,,5aaab32f-ce63-22b6-ab05-347fd556b37d,5aaab32f-ce63-22b6-ab05-347fd556b37d,ENFORCE_MFA,ENFORCE_MFA,P4,low,,23.8,0.0,Elevated privilege misconfiguration across 4 platform(s) with 7 effective privileges.,quick,False,"[""NIST-IA-2"", ""NIST-IA-2(1)"", ""NIST-IA-2(2)"", ""CIS-6.3"", ""ISO-A.9.4.2"", ""SOC2-CC6.1""]",RECOMMENDED,2026-06-21 14:36:33,
68d285fb-e57e-4f34-9ddd-a099248b6153,,5b80b8d1-8788-dfed-78c0-4ed8fdd4ff21,5b80b8d1-8788-dfed-78c0-4ed8fdd4ff21,ENFORCE_MFA,ENFORCE_MFA,P4,low,,45.81,0.0,Elevated identity hygiene failure across 1 platform(s) with 1 effective privileges.,quick,False,"[""NIST-IA-2"", ""NIST-IA-2(1)"", ""NIST-IA-2(2)"", ""CIS-6.3"", ""ISO-A.9.4.2"", ""SOC2-CC6.1""]",RECOMMENDED,2026-06-21 14:36:33,
f7121411-6faf-451f-98f3-d6561010079f,,5bd93609-b297-a782-bcf4-74aace63cb1a,5bd93609-b297-a782-bcf4-74aace63cb1a,ENFORCE_MFA,ENFORCE_MFA,P4,low,,46.87,0.0,Elevated identity hygiene failure across 1 platform(s) with 1 effective privileges.,quick,False,"[""NIST-IA-2"", ""NIST-IA-2(1)"", ""NIST-IA-2(2)"", ""CIS-6.3"", ""ISO-A.9.4.2"", ""SOC2-CC6.1""]",RECOMMENDED,2026-06-21 14:36:33,
8495e16b-6c6d-4bc9-98dc-dadb7870b351,,5c0b9b10-a757-cb10-42f5-25b902ed73ce,5c0b9b10-a757-cb10-42f5-25b902ed73ce,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P3,medium,,16.55,0.0,Identity holds 12 ADMIN/FULL_CONTROL privileges across 3 resource platform(s); 0% are provisioned but unused — classic over-provisioning.,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
89865c0b-f8b6-4ae6-bfd3-0d1ad89f9419,,5c11ab6d-42f5-b3f5-4ef4-c34d5bf86f3c,5c11ab6d-42f5-b3f5-4ef4-c34d5bf86f3c,ENFORCE_MFA,ENFORCE_MFA,P4,low,,22.84,0.0,Elevated privilege misconfiguration across 4 platform(s) with 7 effective privileges.,quick,False,"[""NIST-IA-2"", ""NIST-IA-2(1)"", ""NIST-IA-2(2)"", ""CIS-6.3"", ""ISO-A.9.4.2"", ""SOC2-CC6.1""]",RECOMMENDED,2026-06-21 14:36:33,
5f2f8b66-af38-4956-a9e3-6f1739d338b2,,5cce5ba9-31d4-ee09-8fd3-3afc91fdfa4f,5cce5ba9-31d4-ee09-8fd3-3afc91fdfa4f,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P4,low,,13.59,0.0,Elevated privilege misconfiguration across 2 platform(s) with 4 effective privileges.,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
2733590c-31c7-4b2b-b04d-0ef64d52f6e3,,5d71a898-6497-6593-c92e-8c93d105c8d6,5d71a898-6497-6593-c92e-8c93d105c8d6,ENFORCE_MFA,ENFORCE_MFA,P4,low,,35.23,0.0,Elevated identity hygiene failure across 3 platform(s) with 4 effective privileges.,quick,False,"[""NIST-IA-2"", ""NIST-IA-2(1)"", ""NIST-IA-2(2)"", ""CIS-6.3"", ""ISO-A.9.4.2"", ""SOC2-CC6.1""]",RECOMMENDED,2026-06-21 14:36:33,
8eff8150-905b-4c49-9d0f-d672f5e35d09,,5e09a9ee-af88-bdec-fb1e-143b196f4dfa,5e09a9ee-af88-bdec-fb1e-143b196f4dfa,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P3,medium,,16.4,0.0,Identity holds 11 ADMIN/FULL_CONTROL privileges across 3 resource platform(s); 0% are provisioned but unused — classic over-provisioning.,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
b702c3b9-4f39-4ce5-959f-969ac919ff95,,5e175b66-4b87-959f-f0cd-7f05ea87855e,5e175b66-4b87-959f-f0cd-7f05ea87855e,ENFORCE_MFA,ENFORCE_MFA,P4,low,,27.12,0.0,Elevated identity hygiene failure across 4 platform(s) with 7 effective privileges.,quick,False,"[""NIST-IA-2"", ""NIST-IA-2(1)"", ""NIST-IA-2(2)"", ""CIS-6.3"", ""ISO-A.9.4.2"", ""SOC2-CC6.1""]",RECOMMENDED,2026-06-21 14:36:33,
7c2062a9-4284-4ebb-a262-6e9be6313168,,5e6fea07-c453-6f1d-4199-2fdfb31022f0,5e6fea07-c453-6f1d-4199-2fdfb31022f0,REQUIRE_RECERTIFICATION,REQUIRE_RECERTIFICATION,P4,low,,16.13,0.0,Elevated privilege misconfiguration across 3 platform(s) with 6 effective privileges.,quick,False,"[""NIST-AC-2(9)"", ""NIST-AC-5"", ""CIS-5.1"", ""CIS-6.1"", ""ISO-A.9.2.5"", ""SOC2-CC6.3""]",RECOMMENDED,2026-06-21 14:36:33,
dceb3d9f-d8c7-4ce3-86aa-b3f5c9bbb281,,5f90bed6-fb25-664d-630a-a767a2bb522b,5f90bed6-fb25-664d-630a-a767a2bb522b,REVOKE_ROLE,REVOKE_ROLE,P1,urgent,RES-aefcfad8-efc8-9849-b3aa-7efe4458a885,53.36,58.44,Identity holds 27 ADMIN/FULL_CONTROL privileges across 5 resource platform(s); 81% are provisioned but unused — classic over-provisioning.,moderate,True,"[""NIST-AC-6"", ""NIST-AC-6(1)"", ""CIS-5.4"", ""CIS-6.8"", ""ISO-A.9.2.2"", ""ISO-A.9.2.5"", ""SOX-ITGC-AC""]",RECOMMENDED,2026-06-21 14:36:33,
