privilege_id,identity_id,resource_id,resource_name,resource_type,resource_criticality,platform,privilege_level,grant_path,is_excessive,is_dormant,last_used,computed_date
83ab73bd-308d-41d1-a22d-7abe1620da1c,de9e3757-5260-001e-eecf-67d2749176f4,RES-451b4cf3-6123-fdf7-7656-af7229d4beef,okta-provisioning-api,API,HIGH,Okta,ADMIN,ROLE:Okta-Org-Admin,False,True,2026-01-05,2026-06-21 14:36:28
a1848672-7986-4706-9eee-282394a55167,de9e3757-5260-001e-eecf-67d2749176f4,RES-b02b61c4-a3d7-0628-ece6-6fa2fd5166e6,okta-audit-logs-api,API,MEDIUM,Okta,ADMIN,ROLE:Okta-Org-Admin,True,True,,2026-06-21 14:36:28
ba90db36-c2b1-450d-87ae-827bcf667068,517400f8-0b2c-782a-6928-8e92c68a152f,RES-a9488d99-0bbb-2599-11ce-5dd2b45ed1f0,ad-fileserver-finance,APPLICATION,HIGH,AD,READ,ROLE:AD-Standard-User,False,False,2026-06-02,2026-06-21 14:36:28
cefd4977-2261-46d5-91dc-404dcd44e477,517400f8-0b2c-782a-6928-8e92c68a152f,RES-ddd1dfb2-3b98-2ef8-daf6-1a26146d3f31,ad-fileserver-engineering,APPLICATION,MEDIUM,AD,READ,ROLE:AD-Standard-User,False,False,2026-05-07,2026-06-21 14:36:28
d1a30737-281f-4580-ae13-eeb1f20304a2,517400f8-0b2c-782a-6928-8e92c68a152f,RES-7412b293-4729-4739-614f-f3d719db3ad0,ad-print-server,APPLICATION,LOW,AD,READ,ROLE:AD-Standard-User,False,False,2026-06-08,2026-06-21 14:36:28
869340bf-85c9-4de3-b394-933352a53161,517400f8-0b2c-782a-6928-8e92c68a152f,RES-759cde66-bacf-b3d0-0b1f-9163ce9ff57f,azure-sharepoint-finance,APPLICATION,HIGH,AzureAD,WRITE,ROLE:AzureAD-Standard-User,False,False,2026-05-12,2026-06-21 14:36:28
e2d9c7e0-4dec-4ade-b9b7-6bff4fdf52bb,a6eab79e-d21c-82f8-cada-4f80a9e782d4,RES-fc377a4c-4a15-544d-c5e7-ce8a3a578a8e,ad-dc-primary,COMPUTE,CRITICAL,AD,FULL_CONTROL,ROLE:AD-Domain-Admins,False,True,2025-10-08,2026-06-21 14:36:28
51b99aaf-f4b7-482a-a1ad-ce735be3f925,a6eab79e-d21c-82f8-cada-4f80a9e782d4,RES-a9488d99-0bbb-2599-11ce-5dd2b45ed1f0,ad-fileserver-finance,APPLICATION,HIGH,AD,FULL_CONTROL,ROLE:AD-Domain-Admins,False,False,2026-04-19,2026-06-21 14:36:28
dcff36bb-6188-4923-b83a-4732e72c95c6,a6eab79e-d21c-82f8-cada-4f80a9e782d4,RES-ddd1dfb2-3b98-2ef8-daf6-1a26146d3f31,ad-fileserver-engineering,APPLICATION,MEDIUM,AD,FULL_CONTROL,ROLE:AD-Domain-Admins,False,False,2026-04-01,2026-06-21 14:36:28
c830173b-93ea-43f9-962d-eefe65b8216a,a6eab79e-d21c-82f8-cada-4f80a9e782d4,RES-7412b293-4729-4739-614f-f3d719db3ad0,ad-print-server,APPLICATION,LOW,AD,FULL_CONTROL,ROLE:AD-Domain-Admins,False,True,2025-10-20,2026-06-21 14:36:28
a8c0f39e-a9ce-4ac8-a5f1-d613c5d868af,a6eab79e-d21c-82f8-cada-4f80a9e782d4,RES-759cde66-bacf-b3d0-0b1f-9163ce9ff57f,azure-sharepoint-finance,APPLICATION,HIGH,AzureAD,FULL_CONTROL,ROLE:AzureAD-Global-Admin,False,True,2025-10-07,2026-06-21 14:36:28
ea63a92f-4634-4da0-aaf8-03de38134077,a6eab79e-d21c-82f8-cada-4f80a9e782d4,RES-ec1b8ca1-f91e-1d4c-1ff4-9b7889463e85,azure-sharepoint-hr,APPLICATION,CRITICAL,AzureAD,FULL_CONTROL,ROLE:AzureAD-Global-Admin,False,False,2026-04-14,2026-06-21 14:36:28
e0db506b-d58f-410e-8a0e-139679927f8c,a6eab79e-d21c-82f8-cada-4f80a9e782d4,RES-4b0dbb41-8d52-88f1-142c-3fe860e7a113,azure-keyvault-prod,SECRET,CRITICAL,AzureAD,FULL_CONTROL,ROLE:AzureAD-Global-Admin,False,True,2025-10-09,2026-06-21 14:36:28
0aa9e5cb-e160-4019-b574-df6007fd1c60,a6eab79e-d21c-82f8-cada-4f80a9e782d4,RES-e2acf72f-9e57-4f7a-a0ee-89aed453dd32,azure-sql-crm,DATABASE,HIGH,AzureAD,FULL_CONTROL,ROLE:AzureAD-Global-Admin,False,True,2026-01-13,2026-06-21 14:36:28
04bd7b2a-d33c-45a4-a5fa-02d56ba8f822,a6eab79e-d21c-82f8-cada-4f80a9e782d4,RES-3139d32c-93cd-59bf-5c94-1cf0dc98d2c1,azure-api-mgmt-gateway,API,HIGH,AzureAD,FULL_CONTROL,ROLE:AzureAD-Global-Admin,False,False,2026-04-14,2026-06-21 14:36:28
54e6488a-f9ee-4d6e-a617-c1561cb5108f,a6eab79e-d21c-82f8-cada-4f80a9e782d4,RES-3eabedcb-baa8-0dd4-88bd-64072bcfbe01,okta-saml-integration,API,CRITICAL,Okta,FULL_CONTROL,ROLE:Okta-Super-Admin,False,True,2026-03-01,2026-06-21 14:36:28
244ddfd2-c4e8-4acc-9c64-e44f82bba401,a6eab79e-d21c-82f8-cada-4f80a9e782d4,RES-451b4cf3-6123-fdf7-7656-af7229d4beef,okta-provisioning-api,API,HIGH,Okta,FULL_CONTROL,ROLE:Okta-Super-Admin,False,True,2026-03-13,2026-06-21 14:36:28
0f6972ef-de49-4340-b3eb-6cedc0dbbb42,a6eab79e-d21c-82f8-cada-4f80a9e782d4,RES-b02b61c4-a3d7-0628-ece6-6fa2fd5166e6,okta-audit-logs-api,API,MEDIUM,Okta,FULL_CONTROL,ROLE:Okta-Super-Admin,False,False,2026-06-01,2026-06-21 14:36:28
de96b65b-f810-4f34-a55c-90a7d55f17f6,1986b4b2-70b7-e868-d854-80f0dfcaf0b7,RES-bdd640fb-0667-1ad1-1c80-317fa3b1799d,prod-s3-finance,S3_BUCKET,CRITICAL,AWS,FULL_CONTROL,ROLE:AWS-AdministratorAccess,True,True,,2026-06-21 14:36:28
f79e4720-9cfe-42c7-8ecf-888c089803d3,1986b4b2-70b7-e868-d854-80f0dfcaf0b7,RES-23b8c1e9-3924-56de-3eb1-3b9046685257,prod-s3-engineering,S3_BUCKET,HIGH,AWS,FULL_CONTROL,ROLE:AWS-AdministratorAccess,True,True,,2026-06-21 14:36:28
f843cac9-cc8c-4e38-9100-beb4e4e852b7,1986b4b2-70b7-e868-d854-80f0dfcaf0b7,RES-bd9c66b3-ad3c-2d6d-1a3d-1fa7bc8960a9,prod-s3-hr,S3_BUCKET,CRITICAL,AWS,FULL_CONTROL,ROLE:AWS-AdministratorAccess,False,True,2025-10-06,2026-06-21 14:36:28
bf753757-9144-43db-8b6d-28988ee91a55,1986b4b2-70b7-e868-d854-80f0dfcaf0b7,RES-972a8469-1641-9f82-8b9d-2434e465e150,dev-s3-sandbox,S3_BUCKET,LOW,AWS,FULL_CONTROL,ROLE:AWS-AdministratorAccess,False,False,2026-06-03,2026-06-21 14:36:28
441b7f46-58cd-4a9d-8142-8df523a96aec,1986b4b2-70b7-e868-d854-80f0dfcaf0b7,RES-17fc695a-07a0-ca6e-0822-e8f36c031199,backup-s3-all,S3_BUCKET,HIGH,AWS,FULL_CONTROL,ROLE:AWS-AdministratorAccess,False,False,2026-05-09,2026-06-21 14:36:28
cd41f37a-064e-4d69-a513-2b18dfd0661d,1986b4b2-70b7-e868-d854-80f0dfcaf0b7,RES-9a1de644-815e-f6d1-3b8f-aa1837f8a88b,prod-rds-finance,DATABASE,CRITICAL,AWS,FULL_CONTROL,ROLE:AWS-AdministratorAccess,False,True,2025-08-04,2026-06-21 14:36:28
c001a0d9-e68b-432f-9d20-dbb1288af3c8,1986b4b2-70b7-e868-d854-80f0dfcaf0b7,RES-b74d0fb1-32e7-0629-8fad-c1a606cb0fb3,prod-rds-customers,DATABASE,CRITICAL,AWS,FULL_CONTROL,ROLE:AWS-AdministratorAccess,False,True,2025-07-13,2026-06-21 14:36:28
546c402e-be43-4ab6-96c4-aa4627720a31,1986b4b2-70b7-e868-d854-80f0dfcaf0b7,RES-6b65a6a4-8b81-48f6-b38a-088ca65ed389,dev-rds-engineering,DATABASE,MEDIUM,AWS,FULL_CONTROL,ROLE:AWS-AdministratorAccess,True,True,,2026-06-21 14:36:28
0c6d772c-373d-4a87-8859-55b6c566c6ea,1986b4b2-70b7-e868-d854-80f0dfcaf0b7,RES-47378190-96da-1dac-72ff-5d2a386ecbe0,prod-ec2-webserver,COMPUTE,HIGH,AWS,FULL_CONTROL,ROLE:AWS-AdministratorAccess,False,True,2025-11-12,2026-06-21 14:36:28
3b3d5fbb-689f-4ae4-8db6-df18dd8d912f,1986b4b2-70b7-e868-d854-80f0dfcaf0b7,RES-c241330b-01a9-e71f-de8a-774bcf36d58b,prod-ec2-appserver,COMPUTE,HIGH,AWS,FULL_CONTROL,ROLE:AWS-AdministratorAccess,False,True,2026-02-07,2026-06-21 14:36:28
29c66c53-3cf4-49d1-b8fb-3f5c5b3c2f01,1986b4b2-70b7-e868-d854-80f0dfcaf0b7,RES-6c307511-b2b9-437a-28df-6ec4ce4a2bbd,dev-ec2-sandbox,COMPUTE,LOW,AWS,FULL_CONTROL,ROLE:AWS-AdministratorAccess,True,True,,2026-06-21 14:36:28
e707bfa4-d8e9-4d2b-85a5-80676998572e,1986b4b2-70b7-e868-d854-80f0dfcaf0b7,RES-371ecd7b-27cd-8130-4722-9389571aa876,aws-secrets-prod-keys,SECRET,CRITICAL,AWS,FULL_CONTROL,ROLE:AWS-AdministratorAccess,True,True,,2026-06-21 14:36:28
78d6b779-b111-427a-82f0-04c4ae7535e3,1986b4b2-70b7-e868-d854-80f0dfcaf0b7,RES-1a2a73ed-562b-0f79-c374-59eef50bea63,aws-secrets-api-tokens,SECRET,CRITICAL,AWS,FULL_CONTROL,ROLE:AWS-AdministratorAccess,False,True,2025-12-15,2026-06-21 14:36:28
efb095f0-9d13-4ecf-9505-a4f6ffb0a7b0,1986b4b2-70b7-e868-d854-80f0dfcaf0b7,RES-5be6128e-18c2-6797-6142-ea7d17be3111,aws-api-finance,API,HIGH,AWS,FULL_CONTROL,ROLE:AWS-AdministratorAccess,False,False,2026-05-28,2026-06-21 14:36:28
8ceb7ea5-5dde-4a28-acf5-f13a8f8593d0,1986b4b2-70b7-e868-d854-80f0dfcaf0b7,RES-43b7a3a6-9a8d-ca03-580d-7b71d8f56413,aws-api-users,API,MEDIUM,AWS,FULL_CONTROL,ROLE:AWS-AdministratorAccess,True,True,,2026-06-21 14:36:28
9c7362cb-69a6-454c-a60a-aa4da9821965,1986b4b2-70b7-e868-d854-80f0dfcaf0b7,RES-3eabedcb-baa8-0dd4-88bd-64072bcfbe01,okta-saml-integration,API,CRITICAL,Okta,FULL_CONTROL,ROLE:Okta-Super-Admin,False,True,2026-01-25,2026-06-21 14:36:28
0705186a-7ca3-45cd-82d6-29d7dca3e25e,1986b4b2-70b7-e868-d854-80f0dfcaf0b7,RES-451b4cf3-6123-fdf7-7656-af7229d4beef,okta-provisioning-api,API,HIGH,Okta,FULL_CONTROL,ROLE:Okta-Super-Admin,False,False,2026-03-30,2026-06-21 14:36:28
883d421c-3140-4e52-ac2a-5fd87d2711e7,1986b4b2-70b7-e868-d854-80f0dfcaf0b7,RES-b02b61c4-a3d7-0628-ece6-6fa2fd5166e6,okta-audit-logs-api,API,MEDIUM,Okta,FULL_CONTROL,ROLE:Okta-Super-Admin,False,False,2026-04-29,2026-06-21 14:36:28
9bb4dac3-b999-49a4-8ddc-766548c27671,03edd1f8-74f9-3d17-e912-b4bf86a4bae4,RES-a9488d99-0bbb-2599-11ce-5dd2b45ed1f0,ad-fileserver-finance,APPLICATION,HIGH,AD,FULL_CONTROL,ROLE:AD-Standard-User;ROLE:AD-Domain-Admins,False,True,2026-03-21,2026-06-21 14:36:28
1d1bd7f4-4556-405f-8066-c80ec4d09379,03edd1f8-74f9-3d17-e912-b4bf86a4bae4,RES-ddd1dfb2-3b98-2ef8-daf6-1a26146d3f31,ad-fileserver-engineering,APPLICATION,MEDIUM,AD,FULL_CONTROL,ROLE:AD-Standard-User;ROLE:AD-Domain-Admins,False,True,2026-02-12,2026-06-21 14:36:28
a5e1a427-833b-4954-adb4-0cbd15a6315a,03edd1f8-74f9-3d17-e912-b4bf86a4bae4,RES-7412b293-4729-4739-614f-f3d719db3ad0,ad-print-server,APPLICATION,LOW,AD,FULL_CONTROL,ROLE:AD-Standard-User;ROLE:AD-Domain-Admins,False,False,2026-05-12,2026-06-21 14:36:28
05bce781-435e-4393-97b2-d9fb39b5296f,03edd1f8-74f9-3d17-e912-b4bf86a4bae4,RES-fc377a4c-4a15-544d-c5e7-ce8a3a578a8e,ad-dc-primary,COMPUTE,CRITICAL,AD,FULL_CONTROL,ROLE:AD-Domain-Admins,False,False,2026-04-17,2026-06-21 14:36:28
fe081a0a-6d0a-413a-b7f9-98feec9a2fbd,03edd1f8-74f9-3d17-e912-b4bf86a4bae4,RES-759cde66-bacf-b3d0-0b1f-9163ce9ff57f,azure-sharepoint-finance,APPLICATION,HIGH,AzureAD,ADMIN,ROLE:AzureAD-Standard-User;ROLE:AzureAD-User-Admin,False,False,2026-04-19,2026-06-21 14:36:28
0e7019f6-7c19-4f96-aadb-8e756056aa0f,03edd1f8-74f9-3d17-e912-b4bf86a4bae4,RES-ec1b8ca1-f91e-1d4c-1ff4-9b7889463e85,azure-sharepoint-hr,APPLICATION,CRITICAL,AzureAD,ADMIN,ROLE:AzureAD-User-Admin,False,False,2026-04-03,2026-06-21 14:36:28
94b70746-6733-4d45-98fe-ec523cdd55ba,03edd1f8-74f9-3d17-e912-b4bf86a4bae4,RES-451b4cf3-6123-fdf7-7656-af7229d4beef,okta-provisioning-api,API,HIGH,Okta,ADMIN,ROLE:Okta-Org-Admin,False,False,2026-05-29,2026-06-21 14:36:28
e4799d81-3e51-4749-af65-69ca9975a3e0,03edd1f8-74f9-3d17-e912-b4bf86a4bae4,RES-b02b61c4-a3d7-0628-ece6-6fa2fd5166e6,okta-audit-logs-api,API,MEDIUM,Okta,ADMIN,ROLE:Okta-Org-Admin,False,True,2026-03-11,2026-06-21 14:36:28
2f6dfc99-f915-41af-a414-078074196226,43d88870-f81d-baa1-c812-0a8e78308930,RES-a9488d99-0bbb-2599-11ce-5dd2b45ed1f0,ad-fileserver-finance,APPLICATION,HIGH,AD,READ,ROLE:AD-Standard-User,False,True,2026-02-11,2026-06-21 14:36:28
823d5196-4cec-408f-a14f-07a3ced622e3,43d88870-f81d-baa1-c812-0a8e78308930,RES-ddd1dfb2-3b98-2ef8-daf6-1a26146d3f31,ad-fileserver-engineering,APPLICATION,MEDIUM,AD,READ,ROLE:AD-Standard-User,False,True,2026-02-27,2026-06-21 14:36:28
08e15437-a71b-453d-8d49-cac2915d0388,43d88870-f81d-baa1-c812-0a8e78308930,RES-7412b293-4729-4739-614f-f3d719db3ad0,ad-print-server,APPLICATION,LOW,AD,READ,ROLE:AD-Standard-User,False,True,2026-02-28,2026-06-21 14:36:28
9c7c0ff7-0100-4a47-92a4-261d39416f20,43d88870-f81d-baa1-c812-0a8e78308930,RES-759cde66-bacf-b3d0-0b1f-9163ce9ff57f,azure-sharepoint-finance,APPLICATION,HIGH,AzureAD,WRITE,ROLE:AzureAD-Standard-User,False,True,2026-02-20,2026-06-21 14:36:28
c484a578-8b5d-49ab-a1c0-caba8bb08557,43d88870-f81d-baa1-c812-0a8e78308930,RES-23b8c1e9-3924-56de-3eb1-3b9046685257,prod-s3-engineering,S3_BUCKET,HIGH,AWS,READ,ROLE:AWS-ReadOnlyAccess,False,True,2025-09-23,2026-06-21 14:36:28
7819a050-be1e-4c3a-9f55-271951e411e2,43d88870-f81d-baa1-c812-0a8e78308930,RES-972a8469-1641-9f82-8b9d-2434e465e150,dev-s3-sandbox,S3_BUCKET,LOW,AWS,READ,ROLE:AWS-ReadOnlyAccess,False,True,2025-07-21,2026-06-21 14:36:28
74496238-4a1a-434e-9d76-67f5f322fe19,43d88870-f81d-baa1-c812-0a8e78308930,RES-43b7a3a6-9a8d-ca03-580d-7b71d8f56413,aws-api-users,API,MEDIUM,AWS,READ,ROLE:AWS-ReadOnlyAccess,True,True,,2026-06-21 14:36:28
3028763c-faee-4a6d-ae7a-296e6c186f0f,a075e927-5110-b492-f442-7e0b61484bb3,RES-a9488d99-0bbb-2599-11ce-5dd2b45ed1f0,ad-fileserver-finance,APPLICATION,HIGH,AD,READ,ROLE:AD-Standard-User,False,False,2026-05-24,2026-06-21 14:36:28
7425012a-5ae9-427b-a499-ed8ec75484b7,a075e927-5110-b492-f442-7e0b61484bb3,RES-ddd1dfb2-3b98-2ef8-daf6-1a26146d3f31,ad-fileserver-engineering,APPLICATION,MEDIUM,AD,READ,ROLE:AD-Standard-User,False,False,2026-06-11,2026-06-21 14:36:28
947b54d4-be32-4e4f-a73f-01642478b1f7,a075e927-5110-b492-f442-7e0b61484bb3,RES-7412b293-4729-4739-614f-f3d719db3ad0,ad-print-server,APPLICATION,LOW,AD,READ,ROLE:AD-Standard-User,False,False,2026-05-24,2026-06-21 14:36:28
4528d021-1b35-4728-8114-5eedfe41d02b,a075e927-5110-b492-f442-7e0b61484bb3,RES-759cde66-bacf-b3d0-0b1f-9163ce9ff57f,azure-sharepoint-finance,APPLICATION,HIGH,AzureAD,WRITE,ROLE:AzureAD-Standard-User,False,False,2026-05-07,2026-06-21 14:36:28
444277bc-f206-48e9-8e78-abe2381856e8,af34cf65-a193-c4b2-3c19-e71d118405ad,RES-a9488d99-0bbb-2599-11ce-5dd2b45ed1f0,ad-fileserver-finance,APPLICATION,HIGH,AD,FULL_CONTROL,ROLE:AD-Standard-User;ROLE:AD-Domain-Admins,False,False,2026-05-21,2026-06-21 14:36:28
a1cd5196-b45e-48be-a0a7-698817ac2047,af34cf65-a193-c4b2-3c19-e71d118405ad,RES-ddd1dfb2-3b98-2ef8-daf6-1a26146d3f31,ad-fileserver-engineering,APPLICATION,MEDIUM,AD,FULL_CONTROL,ROLE:AD-Standard-User;ROLE:AD-Domain-Admins,False,True,2025-11-18,2026-06-21 14:36:28
b317e800-be8b-43c4-892f-cd4fcaf1a574,af34cf65-a193-c4b2-3c19-e71d118405ad,RES-7412b293-4729-4739-614f-f3d719db3ad0,ad-print-server,APPLICATION,LOW,AD,FULL_CONTROL,ROLE:AD-Standard-User;ROLE:AD-Domain-Admins,False,True,2026-03-11,2026-06-21 14:36:28
a3412d73-d8ee-4ba3-bcb9-e98586e48e64,af34cf65-a193-c4b2-3c19-e71d118405ad,RES-fc377a4c-4a15-544d-c5e7-ce8a3a578a8e,ad-dc-primary,COMPUTE,CRITICAL,AD,FULL_CONTROL,ROLE:AD-Domain-Admins,False,False,2026-04-13,2026-06-21 14:36:28
7862f9c5-3105-4d34-bd49-44b4b73d415c,af34cf65-a193-c4b2-3c19-e71d118405ad,RES-759cde66-bacf-b3d0-0b1f-9163ce9ff57f,azure-sharepoint-finance,APPLICATION,HIGH,AzureAD,ADMIN,ROLE:AzureAD-Standard-User;ROLE:AzureAD-User-Admin,False,False,2026-05-13,2026-06-21 14:36:28
87282762-bf0b-4af4-94d1-ab3cfaca65c1,af34cf65-a193-c4b2-3c19-e71d118405ad,RES-ec1b8ca1-f91e-1d4c-1ff4-9b7889463e85,azure-sharepoint-hr,APPLICATION,CRITICAL,AzureAD,ADMIN,ROLE:AzureAD-User-Admin,False,False,2026-05-18,2026-06-21 14:36:28
c8be103a-ecb0-42a3-822e-bc22da904d22,af34cf65-a193-c4b2-3c19-e71d118405ad,RES-23b8c1e9-3924-56de-3eb1-3b9046685257,prod-s3-engineering,S3_BUCKET,HIGH,AWS,FULL_CONTROL,ROLE:AWS-ReadOnlyAccess;ROLE:AWS-AdministratorAccess,True,True,,2026-06-21 14:36:28
550ba1d7-2be8-41b0-b8b6-60a5ea4a3cc9,af34cf65-a193-c4b2-3c19-e71d118405ad,RES-972a8469-1641-9f82-8b9d-2434e465e150,dev-s3-sandbox,S3_BUCKET,LOW,AWS,FULL_CONTROL,ROLE:AWS-ReadOnlyAccess;ROLE:AWS-AdministratorAccess,False,True,2025-11-24,2026-06-21 14:36:28
a4fda45e-083e-4efb-920d-8bf07bc5b64d,af34cf65-a193-c4b2-3c19-e71d118405ad,RES-43b7a3a6-9a8d-ca03-580d-7b71d8f56413,aws-api-users,API,MEDIUM,AWS,FULL_CONTROL,ROLE:AWS-ReadOnlyAccess;ROLE:AWS-AdministratorAccess,True,True,,2026-06-21 14:36:28
34ce94eb-c66e-44cd-996b-915ff7abbda9,af34cf65-a193-c4b2-3c19-e71d118405ad,RES-bdd640fb-0667-1ad1-1c80-317fa3b1799d,prod-s3-finance,S3_BUCKET,CRITICAL,AWS,FULL_CONTROL,ROLE:AWS-AdministratorAccess,False,True,2026-02-10,2026-06-21 14:36:28
8011ee8f-f1dc-4a1a-8764-184e7108aa62,af34cf65-a193-c4b2-3c19-e71d118405ad,RES-bd9c66b3-ad3c-2d6d-1a3d-1fa7bc8960a9,prod-s3-hr,S3_BUCKET,CRITICAL,AWS,FULL_CONTROL,ROLE:AWS-AdministratorAccess,True,True,,2026-06-21 14:36:28
c005c931-f15c-4915-b1da-c234bc939f2f,af34cf65-a193-c4b2-3c19-e71d118405ad,RES-17fc695a-07a0-ca6e-0822-e8f36c031199,backup-s3-all,S3_BUCKET,HIGH,AWS,FULL_CONTROL,ROLE:AWS-AdministratorAccess,True,True,,2026-06-21 14:36:28
98ea67d4-b7f7-4a77-abb0-1c7f76fb388c,af34cf65-a193-c4b2-3c19-e71d118405ad,RES-9a1de644-815e-f6d1-3b8f-aa1837f8a88b,prod-rds-finance,DATABASE,CRITICAL,AWS,FULL_CONTROL,ROLE:AWS-AdministratorAccess,True,True,,2026-06-21 14:36:28
86346774-084f-43ca-a9d5-b9f3e5af0024,af34cf65-a193-c4b2-3c19-e71d118405ad,RES-b74d0fb1-32e7-0629-8fad-c1a606cb0fb3,prod-rds-customers,DATABASE,CRITICAL,AWS,FULL_CONTROL,ROLE:AWS-AdministratorAccess,True,True,,2026-06-21 14:36:28
4a4f26fc-5fb3-4197-9b08-941d7ba4f993,af34cf65-a193-c4b2-3c19-e71d118405ad,RES-6b65a6a4-8b81-48f6-b38a-088ca65ed389,dev-rds-engineering,DATABASE,MEDIUM,AWS,FULL_CONTROL,ROLE:AWS-AdministratorAccess,False,True,2025-12-12,2026-06-21 14:36:28
90297170-afd3-40a6-84db-c5ca34ec619e,af34cf65-a193-c4b2-3c19-e71d118405ad,RES-47378190-96da-1dac-72ff-5d2a386ecbe0,prod-ec2-webserver,COMPUTE,HIGH,AWS,FULL_CONTROL,ROLE:AWS-AdministratorAccess,True,True,,2026-06-21 14:36:28
52db810e-262c-4bb2-be34-b113277ec80f,af34cf65-a193-c4b2-3c19-e71d118405ad,RES-c241330b-01a9-e71f-de8a-774bcf36d58b,prod-ec2-appserver,COMPUTE,HIGH,AWS,FULL_CONTROL,ROLE:AWS-AdministratorAccess,True,True,,2026-06-21 14:36:28
56eac4ef-dfee-4336-8a43-17c311e1ba1c,af34cf65-a193-c4b2-3c19-e71d118405ad,RES-6c307511-b2b9-437a-28df-6ec4ce4a2bbd,dev-ec2-sandbox,COMPUTE,LOW,AWS,FULL_CONTROL,ROLE:AWS-AdministratorAccess,False,True,2026-02-24,2026-06-21 14:36:28
cfad7169-9642-4b89-97d2-251ca8081e7b,af34cf65-a193-c4b2-3c19-e71d118405ad,RES-371ecd7b-27cd-8130-4722-9389571aa876,aws-secrets-prod-keys,SECRET,CRITICAL,AWS,FULL_CONTROL,ROLE:AWS-AdministratorAccess,False,True,2026-01-27,2026-06-21 14:36:28
e31b9134-c53d-47c5-aa42-c3193979bd53,af34cf65-a193-c4b2-3c19-e71d118405ad,RES-1a2a73ed-562b-0f79-c374-59eef50bea63,aws-secrets-api-tokens,SECRET,CRITICAL,AWS,FULL_CONTROL,ROLE:AWS-AdministratorAccess,True,True,,2026-06-21 14:36:28
137621cd-c897-470a-80c6-2a5be4b71c64,af34cf65-a193-c4b2-3c19-e71d118405ad,RES-5be6128e-18c2-6797-6142-ea7d17be3111,aws-api-finance,API,HIGH,AWS,FULL_CONTROL,ROLE:AWS-AdministratorAccess,True,True,,2026-06-21 14:36:28
484d0950-fe4b-41ae-b0d5-54e257dbc95d,af34cf65-a193-c4b2-3c19-e71d118405ad,RES-451b4cf3-6123-fdf7-7656-af7229d4beef,okta-provisioning-api,API,HIGH,Okta,ADMIN,ROLE:Okta-Org-Admin,False,True,2026-01-20,2026-06-21 14:36:28
16ba8ebc-6526-4f7e-b0e5-d5bae0ce8ad8,af34cf65-a193-c4b2-3c19-e71d118405ad,RES-b02b61c4-a3d7-0628-ece6-6fa2fd5166e6,okta-audit-logs-api,API,MEDIUM,Okta,ADMIN,ROLE:Okta-Org-Admin,False,True,2025-07-10,2026-06-21 14:36:28
00748813-1003-4a75-951d-65a29f0f8282,2a96e1e2-7194-eae2-19ba-d7aedf615a5c,RES-a9488d99-0bbb-2599-11ce-5dd2b45ed1f0,ad-fileserver-finance,APPLICATION,HIGH,AD,READ,ROLE:AD-Standard-User,False,True,2025-11-26,2026-06-21 14:36:28
75545b69-85d5-46e7-9525-93dac9cb5ebd,2a96e1e2-7194-eae2-19ba-d7aedf615a5c,RES-ddd1dfb2-3b98-2ef8-daf6-1a26146d3f31,ad-fileserver-engineering,APPLICATION,MEDIUM,AD,READ,ROLE:AD-Standard-User,False,False,2026-04-10,2026-06-21 14:36:28
64eb1cb6-fee5-4d27-9c45-3effef269314,2a96e1e2-7194-eae2-19ba-d7aedf615a5c,RES-7412b293-4729-4739-614f-f3d719db3ad0,ad-print-server,APPLICATION,LOW,AD,READ,ROLE:AD-Standard-User,False,False,2026-06-19,2026-06-21 14:36:28
1b7bb1d4-ad22-4fc1-beb3-5682ab923363,0e5dd462-cbd0-0ef2-530a-37df0bc61066,RES-a9488d99-0bbb-2599-11ce-5dd2b45ed1f0,ad-fileserver-finance,APPLICATION,HIGH,AD,READ,ROLE:AD-Standard-User,False,False,2026-05-10,2026-06-21 14:36:28
71624f22-921f-4607-9852-701a7b2eb581,0e5dd462-cbd0-0ef2-530a-37df0bc61066,RES-ddd1dfb2-3b98-2ef8-daf6-1a26146d3f31,ad-fileserver-engineering,APPLICATION,MEDIUM,AD,READ,ROLE:AD-Standard-User,False,False,2026-06-10,2026-06-21 14:36:28
7f21e8c0-5afd-40cd-b141-55ac32e52fe7,0e5dd462-cbd0-0ef2-530a-37df0bc61066,RES-7412b293-4729-4739-614f-f3d719db3ad0,ad-print-server,APPLICATION,LOW,AD,READ,ROLE:AD-Standard-User,False,True,2026-02-07,2026-06-21 14:36:28
3618e486-5419-4679-bc8e-7c15e43ee647,0e5dd462-cbd0-0ef2-530a-37df0bc61066,RES-759cde66-bacf-b3d0-0b1f-9163ce9ff57f,azure-sharepoint-finance,APPLICATION,HIGH,AzureAD,WRITE,ROLE:AzureAD-Standard-User,False,False,2026-05-05,2026-06-21 14:36:28
2512e107-7a4b-47c4-88f8-1d5fa0f89e53,2e183554-cae2-8e66-ae8a-781390e0a95b,RES-a9488d99-0bbb-2599-11ce-5dd2b45ed1f0,ad-fileserver-finance,APPLICATION,HIGH,AD,READ,ROLE:AD-Standard-User,False,True,2026-02-02,2026-06-21 14:36:28
